unit_id,connection_type,technology,tier,rsp,state_or_territory,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
2219271,NBN,Fibre to the Node,50/20 Mbps,MyRepublic,NT + SA,FALSE,FALSE,E0B9xxxxxx,54.38,48.74,54.79,54.25,48.74,54.75,18.96,18.3,19.04,18.93,18.3,19.01,28.27,26.05,39.81,28.8,26.15,39.81,0
1028872,NBN,HFC,25/5 Mbps,TPG,NSW,FALSE,FALSE,1C3Bxxxxxx,26.3,18.54,26.62,26.18,19.51,26.62,4.66,3.93,4.87,4.67,4.53,4.76,10.32,9.58,15.12,10.6,9.84,13.66,0.07
4719113,NBN,Fibre to the Premises,100/20 Mbps,Other RSPs,NSW,FALSE,FALSE,90A7xxxxxx,106.23,66.15,109.09,102.78,66.15,109.04,18.67,15.42,18.99,18.56,17.52,18.96,3.9,3.37,83.45,4.33,3.54,13.29,0.06
46729737,NBN,Fibre to the Curb,100/20 Mbps,Aussie Broadband,NT + SA,FALSE,FALSE,A491xxxxxx,97.97,63.36,101.96,98.04,69.74,101.93,18.24,10.25,18.39,18.16,17.25,18.36,13.58,13.38,25.7,13.97,13.47,25.7,5.27
1188361,NBN,Fibre to the Premises,100/40 Mbps,iiNet,NSW,FALSE,FALSE,28C7xxxxxx,92.85,72.64,94.08,91.69,78.31,94.08,37.79,35.38,37.94,37.77,37.44,37.9,3.61,3.5,4.5,3.62,3.52,3.98,0
6312969,NBN,Fibre to the Node,100/20 Mbps,Superloop,NT + SA,FALSE,FALSE,788Axxxxxx,93.46,58.95,96.43,92.89,61.99,95.59,16.42,10.72,18.16,16.49,16.06,18.08,61.95,60.09,111.43,63.07,60.15,111.43,1.75
31032073,NBN,Fibre to the Node,100/40 Mbps,TPG,ACT,FALSE,FALSE,A491xxxxxx,99.2,41.67,99.95,99.55,95.34,99.95,37.12,36.08,37.59,37.19,36.92,37.5,11.52,9.18,14.3,11.56,9.85,12.89,0.03
54369033,NBN,HFC,50/20 Mbps,Telstra,VIC,FALSE,FALSE,BC30xxxxxx,54.07,37.19,55.3,53.6,37.19,54.96,17.61,1.49,18.39,17.98,11.93,18.39,8.85,7.7,12.86,8.93,7.84,10.28,0.1
42314505,NBN,Fibre to the Premises,100/40 Mbps,Superloop,NSW,FALSE,FALSE,BCA5xxxxxx,102.04,68.62,105.97,100.01,68.62,105.95,37.34,31.38,37.76,36.76,32.28,37.61,3.26,2.09,32.43,5.93,2.23,30.2,0
49336329,NBN,Fibre to the Premises,100/40 Mbps,TPG,NSW,FALSE,FALSE,881Fxxxxxx,107.23,86.99,108.58,105.54,86.99,108.58,37.64,36.94,37.7,37.62,37.37,37.69,3.85,3.68,20.06,4.21,3.72,20.06,0
46192905,NBN,Fibre to the Premises,250/25 Mbps,TPG,VIC,FALSE,FALSE,0492xxxxxx,268.91,259.05,270.16,268.76,260.48,269.42,22.21,21.11,22.49,22.23,21.87,22.41,3.41,3.16,4.8,3.47,3.17,4.27,0.07
2219273,NBN,Fibre to the Node,50/20 Mbps,TPG,NT + SA,FALSE,FALSE,50D4xxxxxx,47.6,28.7,50.86,47.66,40.94,50.86,17.93,17.34,18.89,17.92,17.61,18.88,18.92,16.55,24.3,19.04,16.63,22.13,0.5
5301257,NBN,Fibre to the Node,50/20 Mbps,iiNet,ACT,FALSE,FALSE,8416xxxxxx,48.37,2.32,53.63,48.66,8.8,53.63,18.85,18.37,19,18.84,18.49,18.93,9.04,8.93,11.63,9.1,8.94,10.2,0.87
1231627,NBN,Fibre to the Premises,100/20 Mbps,Telstra,NSW,FALSE,FALSE,A0ABxxxxxx,109.05,63.2,110.56,108.09,63.2,110.53,18.97,18.48,19.02,18.95,18.48,19.02,3.38,2.95,5.5,3.41,2.95,5.5,0
24454669,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,FALSE,FALSE,7CFFxxxxxx,53.18,36.06,53.57,53.03,44.84,53.45,18.83,18.04,18.96,18.81,18.04,18.9,15.65,15.6,18.64,15.67,15.62,16.24,0.1
56963085,NBN,Fibre to the Premises,50/20 Mbps,TPG,WA,FALSE,FALSE,C006xxxxxx,52.17,35.47,53.49,50.73,35.47,53.42,18.79,18.12,18.89,18.74,18.53,18.88,3.6,3.16,5.45,3.78,3.19,5.45,0
39357197,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,NSW,FALSE,FALSE,BC30xxxxxx,52.35,38.89,53.55,51.8,42.61,53.46,18.86,18.1,18.93,18.87,18.81,18.92,15.24,13.73,30.98,17.44,13.76,30.98,0.03
49590541,NBN,Fibre to the Premises,100/40 Mbps,iiNet,NSW,FALSE,FALSE,000Cxxxxxx,91.96,9.93,94.9,91.49,14,94.68,37.56,10.25,37.79,37.02,10.25,37.78,3.45,2.99,103.08,4,3.11,35.71,0
1231629,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,TRUE,FALSE,BC30xxxxxx,39.57,36.32,40.28,39.54,37.27,40.1,11.29,8.72,11.55,11.31,10.67,11.51,6.46,6.2,10.15,6.58,6.2,10.15,0.3
55105293,NBN,Fibre to the Node,100/40 Mbps,iiNet,NSW,FALSE,FALSE,1013xxxxxx,94.66,66.9,96.83,94.08,77.71,96.83,37.72,33.77,37.92,37.67,34.85,37.9,7.47,5.11,14.88,7.43,5.11,8.23,0.03
2535439,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,FALSE,FALSE,00E0xxxxxx,919.19,86.94,937.14,890.8,86.94,936.44,47.41,45.86,47.48,47.28,45.86,47.45,3.05,2.72,6.89,3.34,2.78,6.89,0.03
4803345,NBN,Fibre to the Premises,100/40 Mbps,iiNet,VIC,FALSE,TRUE,FCECxxxxxx,55.26,22.93,62.49,53.62,24.27,61.07,35.18,12.55,37.48,34.02,23.83,37.31,25.53,21.55,74.28,26.36,23.87,46.39,0
23486993,NBN,Fibre to the Node,50/20 Mbps,Superloop,WA,FALSE,FALSE,BC30xxxxxx,52.16,47.45,53.12,51.91,47.45,52.5,18.91,17.74,19.02,18.92,18.75,18.98,5.16,5.07,5.9,5.25,5.11,5.9,0.13
48464401,NBN,Fibre to the Curb,100/20 Mbps,Vodafone,VIC,FALSE,FALSE,00E0xxxxxx,88.99,41.47,93.6,86.48,41.47,93.27,18,15.07,18.34,17.77,15.26,18.24,5.42,5.18,10.15,5.57,5.24,8.88,0.12
23244561,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,FALSE,FALSE,EC6Cxxxxxx,30.07,4.53,72.11,17.82,4.53,48.91,3.7,1.43,7.06,2.59,1.43,4.15,40.82,36.04,79.07,46.41,39.04,79.07,0
2219283,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,VIC,FALSE,FALSE,6AD7xxxxxx,900.46,435.95,934.8,843.43,435.95,933.85,43.41,32.89,45.83,43.42,40.78,45.72,1.45,1.39,2.93,1.6,1.42,2.93,0
4329493,NBN,Fibre to the Premises,12/1 Mbps,TPG,QLD,FALSE,FALSE,18F1xxxxxx,12.46,8.96,12.61,12.47,10.75,12.61,1.16,0.96,1.28,1.16,1.03,1.28,2.58,2.5,5.35,2.64,2.52,3.8,0.03
48370453,NBN,Fibre to the Premises,25/5 Mbps,TPG,VIC,FALSE,FALSE,9848xxxxxx,26.22,19.34,26.58,26.33,25.08,26.52,4.42,3.97,4.75,4.41,3.97,4.75,2.74,2.55,5.04,2.85,2.62,3.98,0.07
1188373,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,FALSE,FALSE,8C15xxxxxx,26.36,8.53,41.68,21.15,8.67,35.73,6.28,1.6,10.43,4.68,3.12,6.98,33.36,29.72,46.68,35.25,30.49,44.55,0.2
4803349,NBN,HFC,250/25 Mbps,MyRepublic,QLD,FALSE,FALSE,02A5xxxxxx,241.8,108.58,263.92,215.13,108.58,261.88,22.57,13.75,23.1,22.2,13.75,23.03,27.32,22.74,37.96,27.72,26.89,34.71,0.47
23486997,NBN,Fibre to the Curb,50/20 Mbps,TPG,WA,FALSE,FALSE,34E8xxxxxx,53.44,45.25,53.87,53.48,50.5,53.87,18.83,17.9,18.9,18.81,17.9,18.89,5.26,5,7.53,5.27,5.03,5.94,0
1029397,NBN,Fibre to the Premises,250/25 Mbps,Telstra,TAS,FALSE,FALSE,D435xxxxxx,269.25,106.34,276.58,263.53,106.34,274.43,22.81,21.8,23.03,22.82,22.62,23.03,11.71,11.12,15.38,11.72,11.13,15.38,0
1029399,NBN,Fibre to the Node,50/20 Mbps,Optus,TAS,FALSE,FALSE,10D7xxxxxx,54.21,46.07,54.77,54.11,46.55,54.55,18.2,17.31,18.54,18.23,17.94,18.49,14.37,13.9,15.18,14.42,13.93,15.13,0
4719129,NBN,Fibre to the Curb,50/20 Mbps,Other RSPs,QLD,FALSE,FALSE,F46Dxxxxxx,50.6,28.49,53.96,50.61,37.24,53.71,18.75,16.87,18.91,18.78,18,18.91,26.12,23.91,32.06,26.14,24.44,31.07,0.23
48370457,NBN,Fibre to the Premises,250/25 Mbps,Aussie Broadband,QLD,FALSE,FALSE,7898xxxxxx,237.06,142.16,241.84,235.69,208.17,241.57,19.47,16.74,19.71,19.49,19.33,19.69,6.74,6.2,19.7,7.27,6.34,19.7,0
4803353,NBN,Fibre to the Node,50/20 Mbps,Telstra,QLD,FALSE,FALSE,1013xxxxxx,48.8,28.79,52.85,48.46,28.79,52.85,11.53,8.09,12.67,11.42,8.09,12.67,25.21,24.52,29.54,25.18,24.66,27.08,1.87
2975257,NBN,Fibre to the Node,50/20 Mbps,iiNet,TAS,TRUE,FALSE,1013xxxxxx,40.31,23.27,41.55,40.29,31.62,41.51,12.03,9.02,13.33,11.93,10.31,13.08,20.18,19.34,28.65,20.36,19.4,23.12,0.07
53382937,NBN,Fibre to the Premises,50/20 Mbps,iiNet,WA,FALSE,FALSE,C4EAxxxxxx,52.1,33.3,53.94,50.53,33.3,53.91,18.92,18.23,19.05,18.86,18.23,19,2.67,2.38,6.5,3.07,2.4,5.28,0
54368793,NBN,Fibre to the Node,100/40 Mbps,TPG,WA,TRUE,FALSE,F02Fxxxxxx,72.45,37.88,75.29,70.5,37.88,75.29,28.51,25,29.05,28.46,25,28.83,6.24,5.8,16.33,6.55,5.84,16.33,0.1
6986265,NBN,Fibre to the Node,100/40 Mbps,TPG,NSW,TRUE,TRUE,48DBxxxxxx,41.06,21.42,46.91,40.86,24.29,45.84,17.88,14.74,18.23,17.82,16.59,18.17,7.81,6.52,12.56,7.9,6.54,12.18,0.03
23244569,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,FALSE,FALSE,1013xxxxxx,53.23,33.82,53.95,53.07,45.78,53.91,18.97,18.55,19.08,18.96,18.77,19.07,6.11,5.89,10.89,6.56,5.91,10.71,0
1231641,NBN,Fibre to the Node,25/5 Mbps,Telstra,NSW,FALSE,FALSE,1890xxxxxx,27.22,21.81,27.5,27.16,21.81,27.46,3.88,3.02,4.57,3.85,3.39,4.04,11.16,9.59,43.43,11.68,9.61,21.43,0
49336345,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,NSW,FALSE,FALSE,D435xxxxxx,50.83,7.9,67.88,44.69,8.86,61.86,3.52,0.74,7.52,3.03,0.74,4.96,51.05,46.71,61.5,51.23,48.73,55.05,0
2219289,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,NT + SA,TRUE,FALSE,E0B9xxxxxx,42.72,35.97,43.68,42.81,39.38,43.61,13.96,13.42,14.62,13.9,13.61,14.37,16.09,15.95,17.84,16.23,15.97,17.84,0
5106713,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,FALSE,TRUE,10DAxxxxxx,28.33,17.66,44.24,27.32,17.66,36.75,6.04,2.7,7.33,5.41,3.2,7.01,30.48,26.07,37.92,30.33,27.36,37.92,0
36896537,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,QLD,TRUE,FALSE,F8CAxxxxxx,38.36,26.95,39.24,38.07,29.58,39.24,3.86,3.29,4.11,3.85,3.46,4.06,28.17,19.94,34.01,28.71,27.58,34.01,0
1027866,NBN,HFC,100/40 Mbps,TPG,NSW,FALSE,FALSE,98DAxxxxxx,105.76,100.69,108.14,105.64,101.51,108.12,37.3,8.65,37.86,37.02,33.7,37.68,8.13,7.77,9.35,8.27,7.99,8.76,0
2535451,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,VIC,FALSE,FALSE,F0ADxxxxxx,98.43,97.5,98.57,98.43,98.28,98.57,35.45,34.49,35.75,35.39,34.65,35.74,5.08,4.95,9.39,5.31,5.03,9.39,0
1028892,NBN,Fibre to the Premises,50/20 Mbps,Telstra,VIC,FALSE,FALSE,D435xxxxxx,54.36,35.41,55.14,53.57,35.41,55.06,18.26,15.95,18.39,18.16,15.95,18.34,2.89,2.7,10.17,3.03,2.8,5.99,0.2
31726877,NBN,HFC,50/20 Mbps,Vodafone,QLD,FALSE,FALSE,20B0xxxxxx,53.8,51.71,54.08,53.75,51.71,54.02,18.64,0.01,19.07,17.66,8.82,18.99,12.58,11.3,37.67,13.44,11.61,34.91,0.2
1188381,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,FALSE,FALSE,BC30xxxxxx,34.01,5.76,64.78,23.57,5.76,60.53,3.4,0.86,7.12,2.25,1.19,3.32,39.69,34.3,44.57,40.31,35.73,44.57,0.03
3880989,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,NSW,TRUE,TRUE,A004xxxxxx,31.24,23.41,33.23,31.06,27.3,33.22,5.37,4.24,6.18,5.31,4.52,6.12,9.06,7.61,11.07,9.19,8.94,9.94,0.2
40518685,NBN very high speed services,HFC,500-990/50 Mbps,,NSW,FALSE,TRUE,D4CAxxxxxx,483.55,32.29,664.32,363.8,44.44,626.73,47.19,25.97,47.98,45.43,25.97,47.42,9.66,8.25,48.53,15.22,8.73,46.57,0.13
24028701,NBN,HFC,50/20 Mbps,TPG,QLD,FALSE,FALSE,D807xxxxxx,53.51,48.45,53.82,53.57,52.05,53.8,18.76,18.46,18.95,18.76,18.54,18.86,9.78,9.43,13.5,10,9.68,13.5,0.07
27830301,NBN,Fibre to the Node,50/20 Mbps,iiNet,WA,TRUE,TRUE,64D1xxxxxx,33.54,27.97,36.24,33.31,29.73,36.17,10.3,7.52,11.13,10.31,9.55,10.96,7.85,6.94,10.65,8.14,6.97,10.34,0.03
2975263,NBN,Fibre to the Premises,25/10 Mbps,Aussie Broadband,WA,FALSE,FALSE,30B5xxxxxx,26.58,16.1,27.47,26.37,18.66,27.47,9.39,7.58,9.5,9.37,8.96,9.47,4.68,3.6,8.21,4.99,3.64,8.21,0.03
2211103,NBN,Fibre to the Premises,50/20 Mbps,Other RSPs,VIC,FALSE,FALSE,3C37xxxxxx,54.27,42.4,54.47,53.83,42.4,54.47,18.96,14.4,19,18.95,18.7,19,3.13,2.9,28.83,3.39,3.09,4.5,0.57
4803361,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,NSW,FALSE,FALSE,409Bxxxxxx,100.69,89.26,102.13,100.25,90.89,102.13,37.81,36.21,37.99,37.8,37.24,37.94,9.03,6.78,15.31,9.42,6.84,15.31,0.33
2261025,NBN,Fibre to the Premises,250/25 Mbps,Telstra,NT + SA,FALSE,FALSE,D435xxxxxx,267.25,154.15,275.46,256.53,154.15,275.34,22.84,22.36,22.94,22.83,22.73,22.89,13.96,11.49,21.26,13.53,11.58,16.92,0
54369057,NBN,Fibre to the Node,50/20 Mbps,Superloop,WA,FALSE,TRUE,0802xxxxxx,36.86,27.12,38.07,36.83,27.98,38.07,12.65,11.92,13.39,12.7,12.14,13.21,9.47,8.34,56.27,14.11,8.38,50.31,0.07
22865953,NBN,HFC,50/20 Mbps,Optus,VIC,FALSE,FALSE,5078xxxxxx,52.07,26.54,54.47,50.61,26.54,54.36,17.99,8.9,18.89,17.6,9.76,18.37,9.26,7.86,55.57,13.46,8.53,55.57,0.19
2624547,NBN,Fibre to the Premises,50/20 Mbps,iiNet,ACT,FALSE,FALSE,C4EAxxxxxx,53.22,43.68,53.94,53.21,51.43,53.87,18.93,18.04,19.03,18.91,18.81,18.99,6.33,6.1,7.5,6.46,6.15,6.96,0
2975267,NBN,Fibre to the Node,50/20 Mbps,TPG,TAS,FALSE,FALSE,98DAxxxxxx,52.59,40.97,53.68,52.22,40.97,53.5,17.96,15.13,18.21,17.94,17.64,18.18,18.89,18.71,21.97,19.05,18.78,19.83,0
2261027,NBN,Fibre to the Premises,12/1 Mbps,Aussie Broadband,VIC,FALSE,FALSE,18F1xxxxxx,12.89,7.4,13.14,12.78,10.28,13.1,0.97,0.82,1.05,0.96,0.92,0.99,2.48,2.04,12.36,3.88,2.26,12.36,0.07
1027876,NBN,Fibre to the Curb,50/20 Mbps,TPG,VIC,FALSE,FALSE,4016xxxxxx,51.61,11.29,53.8,51.06,30.05,53.78,17.84,15.03,18.08,17.7,15.88,18.04,5.15,4.78,13.96,5.66,4.99,13.96,15.57
1194533,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,TRUE,FALSE,A491xxxxxx,41.82,27.93,43.65,41.82,32.92,43.63,8.84,7.3,9.33,8.86,8.39,9.16,14.48,14.06,17.46,14.51,14.08,15.39,0
42314533,NBN,Fibre to the Premises,25/5 Mbps,Vodafone,NSW,FALSE,FALSE,A491xxxxxx,26.81,23.33,26.97,26.74,23.33,26.94,4.72,4.64,4.78,4.71,4.66,4.77,3.58,3.44,10.21,3.61,3.47,4.55,0
2975271,NBN,Fibre to the Premises,50/20 Mbps,Telstra,QLD,FALSE,FALSE,CC40xxxxxx,54.49,49.85,55.08,54.39,49.85,55.08,18.81,18.66,18.94,18.79,18.71,18.91,2.03,1.94,2.3,2.06,1.96,2.3,0
1188393,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,FALSE,FALSE,1013xxxxxx,43.96,6.36,45.81,42.35,28.23,45.75,18.12,14.6,18.62,18.06,17.38,18.48,9.39,8.42,19.52,9.84,8.67,19.52,0.07
47354921,NBN,Fibre to the Curb,100/40 Mbps,Aussie Broadband,QLD,FALSE,FALSE,A491xxxxxx,100.8,64.22,102.79,101.13,87.22,102.79,37.79,25.18,37.99,37.89,37.21,37.99,5.22,5.05,39.77,5.64,5.1,16.36,0.38
2211113,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,3810xxxxxx,755.65,172.02,927.78,608.22,261.61,902.07,47.03,46.39,47.16,47.02,46.79,47.13,3.64,3.51,6.31,3.68,3.52,4.66,0
55105321,NBN,Fibre to the Node,25/5 Mbps,Dodo & iPrimus,WA,FALSE,TRUE,F8CAxxxxxx,15.2,3.27,15.84,14.8,10.65,15.68,0.6,0.19,0.75,0.6,0.31,0.75,9.51,8.88,41.05,10.75,8.99,41.05,0.4
4329517,NBN,Fibre to the Node,100/40 Mbps,Optus,VIC,TRUE,FALSE,3C37xxxxxx,76.53,8.78,89.73,74.59,56.99,88.83,35.12,27.23,37,34.81,33.05,36.96,11.11,9.45,20.82,10.79,9.57,13.45,0.4
56963117,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,NT + SA,FALSE,FALSE,9CC9xxxxxx,52.4,28.04,53.42,51.71,28.04,53.42,17.4,14.61,17.66,17.23,14.61,17.64,19.2,17.92,23.09,19.95,18.46,22.3,0.45
4803373,NBN,Fibre to the Node,50/20 Mbps,Telstra,QLD,FALSE,FALSE,20B0xxxxxx,53.8,35.1,55.24,53.13,35.1,55.24,18.82,17.69,19.24,18.87,18.17,19.13,12.73,12.22,14.46,12.87,12.25,13.93,1.7
53499181,NBN,Fibre to the Node,100/40 Mbps,Telstra,NSW,FALSE,FALSE,20B0xxxxxx,99.19,75.64,100.59,98.51,86.1,100.52,37.59,18.88,38.28,37.02,18.95,38.24,16.94,13.93,20.68,16.88,15.27,20.42,0.07
5071917,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,TRUE,FALSE,F8CAxxxxxx,37.23,31.69,38.7,36.99,32.31,38.67,12.74,11.76,13.28,12.74,12.31,13.19,8.23,7.85,23.14,8.29,7.85,10.01,0.07
49590573,NBN,Fibre to the Curb,100/20 Mbps,Dodo & iPrimus,NSW,FALSE,FALSE,E848xxxxxx,104.54,60.44,106.77,103.05,60.44,106.77,18.79,16.06,18.9,18.79,17.4,18.9,6.61,6.23,23.23,7.88,6.35,20.33,0.27
4114221,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,NSW,FALSE,FALSE,CC40xxxxxx,27.59,4.55,56.37,19.68,5.98,51.14,3.35,0.88,7.04,2.41,1.07,5.1,51.13,47.89,98.61,52.27,48.23,64.92,0.1
47354929,NBN very high speed services,HFC,500-990/50 Mbps,,VIC,FALSE,FALSE,28BDxxxxxx,855.16,408.65,919.19,789.67,408.65,912.21,43.4,10.05,46.31,42.33,10.05,46.26,11.14,10.47,17.9,12.64,10.9,17.9,0.19
45564725,NBN,Fibre to the Curb,100/20 Mbps,Aussie Broadband,ACT,FALSE,FALSE,F02Fxxxxxx,100.44,76.21,102.05,100.15,94.39,101.93,18.91,17.67,19.01,18.76,17.67,18.98,9.79,9.23,16.88,10.2,9.51,12.7,0.63
49590581,NBN,HFC,100/20 Mbps,Other RSPs,QLD,FALSE,FALSE,18E8xxxxxx,105.05,40.54,109.2,101.38,40.54,108.51,15.22,2.85,19,15.25,6.35,18.94,12.18,8.65,46.24,13.45,9.72,46.24,3.1
2219317,NBN,Fibre to the Premises,50/20 Mbps,Optus,VIC,FALSE,FALSE,C0FDxxxxxx,54.04,27.36,54.58,53.37,27.36,54.49,17.88,15.98,18.06,17.8,15.98,18.06,4.24,3.45,49.08,7.74,3.49,49.08,0.07
47445045,NBN,Fibre to the Node,75/20 Mbps,Aussie Broadband,QLD,TRUE,FALSE,100Cxxxxxx,69.29,56.17,71.32,69.52,61,71.27,17.71,14.38,17.96,17.72,17.72,17.72,6.1,5.97,17,6.2,6.02,7.19,0.07
48758581,NBN,Fibre to the Node,50/20 Mbps,Other RSPs,QLD,FALSE,FALSE,F8CAxxxxxx,51.29,41.08,52.68,51.18,43.69,52.63,18.78,16.36,18.92,18.69,16.36,18.9,26.87,20.22,47.64,26.93,20.25,47.64,0.07
1188407,NBN,Fibre to the Premises,50/20 Mbps,Aussie Broadband,WA,FALSE,FALSE,A491xxxxxx,53.88,44.01,54.5,53.95,53.65,54.5,18.96,18.61,19.01,18.95,18.9,19,2.94,2.69,11.12,3.28,2.72,11.12,0
2219319,NBN,Fibre to the Premises,100/40 Mbps,MyRepublic,VIC,FALSE,FALSE,E0B9xxxxxx,109.14,44.6,110.78,108.95,104.1,110,38.95,37.49,44.21,38.98,37.82,41.31,17.52,15.94,20.53,17.53,17.34,20.53,0.03
4329529,NBN,Fibre to the Node,50/20 Mbps,Optus,QLD,FALSE,FALSE,8C10xxxxxx,54.39,39.46,55.43,54.3,47.23,55.2,19.01,18.45,19.36,19,18.89,19.14,10.72,10.49,12.41,10.8,10.54,12.41,0.03
1194553,NBN,Fibre to the Node,50/20 Mbps,Optus,VIC,FALSE,FALSE,5078xxxxxx,52.77,11.83,54.59,52.05,37.47,54.52,18.81,15.39,18.98,18.61,15.39,18.9,16.54,13.42,71.73,17.53,13.52,51.76,0.03
2975289,NBN,Fibre to the Node,100/40 Mbps,Telstra,WA,FALSE,FALSE,1013xxxxxx,93.38,73.19,94.86,93.24,81.57,94.8,37.33,36.3,37.52,37.22,36.3,37.44,11.32,10.78,13.19,11.41,10.82,13.19,0
48758585,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,VIC,FALSE,TRUE,76ACxxxxxx,608.02,216.31,698.94,571.45,216.31,669.49,45.51,26.42,46.16,45.25,40.82,46.01,2.53,2.46,6.77,2.7,2.46,6.77,0.28
2211131,NBN,Fibre to the Premises,250/25 Mbps,Telstra,ACT,FALSE,FALSE,A491xxxxxx,270.15,201.61,275.48,267.23,201.61,272.27,23.48,4.66,23.74,23.44,23.13,23.6,6.8,5.17,45.15,6.86,5.17,8.3,0.53
55971389,NBN,Fibre to the Node,100/20 Mbps,Superloop,VIC,FALSE,FALSE,68FFxxxxxx,98.57,42.35,100.33,96.06,42.35,100.3,17.68,13.51,17.93,17.42,15.16,17.84,10.37,7.4,56.36,14.89,7.68,55.68,0.13
24058429,NBN,HFC,250/25 Mbps,TPG,QLD,FALSE,FALSE,E848xxxxxx,266.85,193.12,270.23,267.02,246.43,270.08,23.19,0.78,23.61,23.47,23.13,23.59,8.41,7.9,10.32,8.65,8.18,10.32,0.4
1029437,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,VIC,FALSE,FALSE,A8C8xxxxxx,41.57,6.19,49.73,41.67,32.34,48,12.03,7.08,12.41,12.05,10.41,12.28,12.82,11.96,47.68,14.11,12.18,25.75,0.03
4114237,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,QLD,TRUE,TRUE,F8CAxxxxxx,64.92,32.61,66.9,64.69,55.23,66.9,25.74,24.48,26.71,25.76,24.85,26.6,7.7,6.64,11.85,7.93,6.69,11.17,0
1027902,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,904Dxxxxxx,54.19,37.84,55.4,53.4,37.84,55.4,18.99,15.64,19.37,18.96,18.37,19.15,6.99,6.56,29.64,6.85,6.59,8.26,0
2975295,NBN,HFC,100/40 Mbps,MyRepublic,QLD,FALSE,FALSE,981Exxxxxx,92.57,11.85,109.42,79.8,11.85,109.37,37.23,19.75,37.99,34.31,19.75,37.78,22.53,19.84,108.31,29.31,20.46,93.65,0.03
1027904,NBN,Fibre to the Premises,250/25 Mbps,iiNet,TAS,FALSE,FALSE,2C30xxxxxx,268.34,181.38,271.41,262.61,181.38,270.93,22.62,21.32,22.86,22.58,22.26,22.73,13.24,13.1,15.9,13.5,13.15,15.9,0.23
42617409,NBN,Fibre to the Premises,100/40 Mbps,iiNet,NT + SA,FALSE,FALSE,E028xxxxxx,108.22,48.43,109.36,107.89,97.98,109.2,36.38,34.38,36.61,36.23,35.33,36.57,13.75,12.31,31.14,14.47,13.46,21.62,0.13
2975297,NBN,Fibre to the Node,50/20 Mbps,Vodafone,WA,FALSE,FALSE,A491xxxxxx,53.57,39.8,54,53.42,47.75,53.92,18.94,18.08,19.23,18.91,18.47,19.02,5.81,5.59,23.92,5.97,5.72,7.69,0.17
51543361,NBN,HFC,50/20 Mbps,Other RSPs,NSW,FALSE,FALSE,3C37xxxxxx,54,3.14,54.61,53.79,41.07,54.59,18.94,18.37,19.03,18.93,18.53,19.02,9.65,8.79,49.16,9.81,9.18,10.7,0.57
4329541,NBN,Fibre to the Premises,12/1 Mbps,Other RSPs,NSW,FALSE,FALSE,1CB7xxxxxx,12.27,3.38,13.14,12.31,9.29,13.06,0.97,0.88,1.08,0.97,0.88,1.01,17.91,8.79,26.91,17.15,9.38,24.52,0.13
3898949,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,FALSE,FALSE,18F1xxxxxx,46.93,18.48,53.06,45.12,18.48,51.41,15.01,12.52,16.08,14.74,12.52,15.88,14.83,7.08,84.54,17.62,7.38,84.54,0.37
